Relation,relation_text,document
AlternativeName_of,"B-AlternativeName of Markov Chain Haplotyping, B-Application of Mach",166.0
Version_of,"B-Version of 1.0, B-Application of Mach",166.0
no_relation,"O of O, O of O",167.0
Citation_of,"B-Citation of [96], B-PlugIn of edgeR",168.0
PlugIn_of,"B-PlugIn of edgeR, B-ProgrammingEnvironment of R",168.0
PlugIn_of,"B-PlugIn of gplots, B-ProgrammingEnvironment of R",168.0
PlugIn_of,"B-PlugIn of vegan, B-ProgrammingEnvironment of R",168.0
Citation_of,"B-Citation of [97], B-PlugIn of vegan",168.0
Citation_of,"B-Citation of [98], B-PlugIn of gplots",168.0
Developer_of,"B-Developer of Stata Corp . LP, B-Application of Stata",169.0
Version_of,"B-Version of 11, B-Application of Stata",169.0
Developer_of,"B-Developer of Brain Innovation, B-Application of BrainVoyager",170.0
Extension_of,"B-Extension of QX, B-Application of BrainVoyager",170.0
Abbreviation_of,"B-Abbreviation of CoNIFER, B-Application of Copy Number Inference from Exome Reads",171.0
Citation_of,"B-Citation of [74], B-Application of Copy Number Inference from Exome Reads",171.0
URL_of,"B-URL of http://www.accelrys.com, B-Developer of Accelrys",172.0
Version_of,"B-Version of 1.1, B-Application of DS modeling",172.0
Developer_of,"B-Developer of Accelrys, B-Application of DS modeling",172.0
no_relation,"O of O, O of O",173.0
PlugIn_of,"B-PlugIn of mice, B-ProgrammingEnvironment of R",174.0
Citation_of,"B-Citation of [36], B-PlugIn of mice",174.0
PlugIn_of,"B-PlugIn of nlme, B-ProgrammingEnvironment of R",175.0
Version_of,"B-Version of 3.2.2, B-ProgrammingEnvironment of R",175.0
Citation_of,"B-Citation of [57], B-ProgrammingEnvironment of R",175.0
Citation_of,"B-Citation of [58], B-PlugIn of nlme",175.0
Citation_of,"B-Citation of [30], B-Application of BioEdit",176.0
Version_of,"B-Version of 7.0.0, B-Application of BioEdit",176.0
Version_of,"B-Version of 1.0, B-Application of Sequence Scanner",176.0
Developer_of,"B-Developer of Applied BioSystems, B-Application of Sequence Scanner",176.0
Developer_of,"B-Developer of SPSS Inc ., B-Application of SPSS",177.0
Version_of,"B-Version of 21, B-Application of SPSS",177.0
License_of,"B-License of MIT license, B-Application of Telescope",178.0
Version_of,"B-Version of 22.0, B-Application of SPSS",179.0
Developer_of,"B-Developer of SPSS, B-Application of SPSS",179.0
no_relation,"O of O, O of O",180.0
Citation_of,"B-Citation of [43], B-Application of Ingenuity Pathway Analyser",181.0
Abbreviation_of,"B-Abbreviation of IPA, B-Application of Ingenuity Pathway Analyser",181.0
Version_of,"B-Version of 4.8, B-Application of Qt",182.0
Version_of,"B-Version of 3.0, B-Application of OpenCV",182.0
Version_of,"B-Version of 2.7, B-ProgrammingEnvironment of Python",182.0
Version_of,"B-Version of 7, B-OperatingSystem of Windows",183.0
Extension_of,"B-Extension of Professional, B-OperatingSystem of Windows",183.0
Version_of,"B-Version of 1.8, B-ProgrammingEnvironment of Java",184.0
URL_of,"B-URL of https://github.com/mikessh/mageri, B-Application of MAGERI",184.0
no_relation,"O of O, O of O",185.0
Developer_of,"B-Developer of IBM, B-Application of SPSS statistics",186.0
Version_of,"B-Version of 20, B-Application of SPSS statistics",186.0
Developer_of,"B-Developer of Boersma, B-PlugIn of articulatory synthesizer",187.0
PlugIn_of,"B-PlugIn of articulatory synthesizer, B-Application of Praat",187.0
Citation_of,"B-Citation of [ 61 , 66 ], B-Application of Praat",187.0
Citation_of,"B-Citation of [ 61 , 66 ], B-PlugIn of articulatory synthesizer",187.0
Citation_of,"B-Citation of [65], B-Application of Bottleneck",188.0
Version_of,"B-Version of 1.2.02, B-Application of Bottleneck",188.0
Version_of,"B-Version of 5.0.2, B-Application of PolyPhred",189.0
Citation_of,"B-Citation of [17], B-Application of NovoSNP",189.0
no_relation,"O of O, O of O",190.0
Version_of,"B-Version of 1.2, B-Application of Fig Tree",191.0
Citation_of,"B-Citation of [54], B-Application of TreeAnnotator Tree",191.0
Citation_of,"B-Citation of [60], B-Application of Fig Tree",191.0
Citation_of,"B-Citation of [54], B-Application of LogCombiner Tree",191.0
Version_of,"B-Version of 1.5.2, B-Application of LogCombiner Tree",191.0
Version_of,"B-Version of 1.5.2, B-Application of TreeAnnotator Tree",191.0
AlternativeName_of,"B-AlternativeName of Automated Simulation Parameter Alteration and SensItivity Analysis, B-Application of ASPASIA",192.0
no_relation,"O of O, O of O",193.0
Version_of,"B-Version of 18, B-Application of PASW Statistics",194.0
Developer_of,"B-Developer of The MATHWORKS Inc . Corporation, B-ProgrammingEnvironment of MATLAB",194.0
Release_of,"B-Release of R 2010a, B-ProgrammingEnvironment of MATLAB",194.0
Specification_of,"B-Application of PASW Statistics, B-Application of SPSS Statistics Statistics",194.0
Developer_of,"B-Developer of IBM Corporation, B-Application of PASW Statistics",194.0
no_relation,"O of O, O of O",195.0
no_relation,"O of O, O of O",196.0
no_relation,"O of O, O of O",197.0
Citation_of,"B-Citation of [36], B-Application of bedtools",198.0
Version_of,"B-Version of 2.5, B-Application of bedtools",198.0
no_relation,"O of O, O of O",199.0
Version_of,"B-Version of 13, B-Application of SIMCA - P",200.0
Developer_of,"B-Developer of Umetrics, B-Application of SIMCA - P",200.0
Version_of,"B-Version of 3.11, B-Application of Arlequin",201.0
Citation_of,"B-Citation of [60], B-Application of Arlequin",201.0
Citation_of,"B-Citation of [61], B-Application of SPSS",202.0
Version_of,"B-Version of 21, B-Application of SPSS",202.0
Release_of,"B-Release of 2009b, B-ProgrammingEnvironment of Matlab",203.0
Version_of,"B-Version of 2.8.0, B-ProgrammingEnvironment of R",203.0
Version_of,"B-Version of 3.4.3, B-ProgrammingEnvironment of R",204.0
Version_of,"B-Version of 18.0, B-Application of SPSS",204.0
PlugIn_of,"B-PlugIn of scPipe, B-ProgrammingEnvironment of R",205.0
URL_of,"B-URL of https://www.bioconductor.org/packages/scPipe, B-PlugIn of scPipe",205.0
Developer_of,"B-Developer of MS, B-Application of Excel",206.0
Release_of,"B-Release of 2010, B-Application of Excel",206.0
Citation_of,"B-Citation of [42], B-Application of DS ViewerPro",207.0
Version_of,"B-Version of 6.0, B-Application of DS ViewerPro",207.0
Version_of,"B-Version of 76, B-Application of Variant Effect Predictor",208.0
URL_of,"B-URL of http://snp.gs.washington.edu/SeattleSeqAnnotation137/HelpHowToUse.jsp, B-Application of Seattle Seq Effect Predictor",208.0
Citation_of,"B-Citation of [ 81 , 82 ], B-Application of Variant Effect Predictor",208.0
Citation_of,"B-Citation of [83], B-Application of GEMINI",208.0
Version_of,"B-Version of 137, B-Application of Seattle Seq Effect Predictor",208.0
Specification_of,"B-Application of SPM, B-Application of Statistical Parametric Mapping",209.0
Version_of,"B-Version of 8, B-Application of SPM",209.0
URL_of,"B-URL of http://www.fil.ion.ucl.ac.uk/spm/software/spm8/, B-Application of SPM",209.0
Developer_of,"B-Developer of GraphPad Software , Inc ., B-Application of Prism",210.0
Version_of,"B-Version of 3.0, B-Application of Prism",210.0
Developer_of,"B-Developer of GraphPad Software , Inc ., B-Application of Prism",210.0
Developer_of,"B-Developer of Caltech, B-PlugIn of Behavior Annotator",211.0
PlugIn_of,"B-PlugIn of Behavior Annotator, B-ProgrammingEnvironment of MATLAB",211.0
Version_of,"B-Version of 24, B-Application of SPSS Statistics",212.0
Developer_of,"B-Developer of IBM, B-Application of SPSS Statistics",212.0
Developer_of,"B-Developer of GoldWave Inc ., B-Application of GoldWave",213.0
URL_of,"B-URL of www.goldwave.com, B-Application of GoldWave",213.0
Version_of,"B-Version of 5.58, B-Application of GoldWave",213.0
Version_of,"B-Version of 14.2, B-Application of Stata",214.0
Developer_of,"B-Developer of StataCorp, B-Application of Stata",214.0
Citation_of,"B-Citation of [41], B-PlugIn of Gannet",215.0
PlugIn_of,"B-PlugIn of Gannet, B-ProgrammingEnvironment of Matlab",215.0
Version_of,"B-Version of 21, B-Application of SPSS Statistics",216.0
Developer_of,"B-Developer of IBM, B-Application of SPSS Statistics",216.0
Version_of,"B-Version of 2.17c, B-Application of PAST",217.0
Citation_of,"B-Citation of [21], B-Application of PAST",217.0
no_relation,"B-Application of O, B-Application of O",218.0
URL_of,"B-URL of http://cran.r-project.org/package=dcGOR, B-SoftwareCoreference of it",219.0
Citation_of,"B-Citation of [27], B-PlugIn of survival",220.0
Citation_of,"B-Citation of [28], B-ProgrammingEnvironment of R",220.0
PlugIn_of,"B-PlugIn of survival, B-ProgrammingEnvironment of R",220.0
Version_of,"B-Version of 1.0, B-Application of Mach",221.0
Citation_of,"B-Citation of [16], B-Application of Mach",221.0
AlternativeName_of,"B-AlternativeName of Markov Chain Haplotyping, B-Application of Mach",221.0
Developer_of,"B-Developer of Stata Corp ., B-Application of Stata",222.0
Version_of,"B-Version of 12, B-Application of Stata",222.0
Version_of,"B-Version of 4.610, B-Application of Network",223.0
URL_of,"B-URL of www.fluxus-engineering.com, B-Application of Network",223.0
Developer_of,"B-Developer of Microsoft Corporation, B-Application of Excel",224.0
Release_of,"B-Release of 2013, B-Application of Excel",224.0
Specification_of,"B-Application of Excel, B-Application of Excel",224.0
Developer_of,"B-Developer of Microsoft Corporation, B-Application of Excel",224.0
Citation_of,"B-Citation of [76], B-Application of PennCNV",225.0
Citation_of,"B-Citation of [77], B-Application of cnvHap",225.0
Citation_of,"B-Citation of [14], B-PlugIn of MDAnalysis molecular analysis toolkit",226.0
URL_of,"B-URL of http://encore-similarity.github.io/encore, B-PlugIn of ENCORE molecular analysis toolkit",226.0
Developer_of,"B-Developer of StataCorp LP, B-Application of STATA",227.0
Version_of,"B-Version of 11, B-Application of STATA",227.0
Version_of,"B-Version of 11.0, B-Application of STATA",228.0
Developer_of,"B-Developer of Statacorp, B-Application of STATA",228.0
Version_of,"B-Version of 0.98.1102, B-Application of R Studio Statistics",229.0
Developer_of,"B-Developer of IBM, B-Application of SPSS Statistics",229.0
Version_of,"B-Version of 22.0, B-Application of SPSS Statistics",229.0
Specification_of,"B-Application of SPSS Statistics, B-Application of SPSS Statistics",229.0
Developer_of,"B-Developer of SPSS Ltd ., B-Application of SPSS",230.0
Version_of,"B-Version of 15.0, B-Application of SPSS",230.0
Version_of,"B-Version of II, B-Application of Digilab",231.0
Developer_of,"B-Developer of Motic Instruments Inc ., B-Application of Digilab",231.0
Developer_of,"B-Developer of Motic Instruments Inc ., B-Application of Digilab",231.0
Version_of,"B-Version of 1.6, B-ProgrammingEnvironment of Java",232.0
Developer_of,"B-Developer of IBM Corp ., B-Application of SPSS Amos",233.0
Version_of,"B-Version of 21, B-Application of SPSS Amos",233.0
Developer_of,"B-Developer of IBM Corp ., B-Application of SPSS Statistics Amos",233.0
Version_of,"B-Version of 21, B-Application of SPSS Statistics Amos",233.0
Developer_of,"B-Developer of IBM Corp ., B-Application of SPSS Amos",233.0
Developer_of,"B-Developer of IBM Corp ., B-Application of SPSS Statistics Amos",233.0
URL_of,"B-URL of http://bio.informatics.iupui.edu/proteolens/, B-Application of ProteoLens Virtual Machine",234.0
Version_of,"B-Version of 17.0, B-Application of SPSS statistics",235.0
Version_of,"B-Version of 2.1.1, B-Application of Cufflinks",236.0
Citation_of,"B-Citation of [18], B-Application of Cufflinks",236.0
Extension_of,"B-Extension of IC, B-Application of STATA",237.0
Version_of,"B-Version of 14, B-Application of STATA",237.0
Citation_of,"B-Citation of [30], B-PlugIn of FMRIB ’ s Integrated Registration and Segmentation Tool",238.0
Abbreviation_of,"B-Abbreviation of FIRST, B-PlugIn of FMRIB ’ s Integrated Registration and Segmentation Tool",238.0
Version_of,"B-Version of 9.1.3, B-Application of SAS",239.0
Developer_of,"B-Developer of SAS Institute, B-Application of SAS",239.0
Version_of,"B-Version of 9.3, B-Application of ArcGis",240.0
PlugIn_of,"B-PlugIn of Spatial Analyst, B-Application of ArcGis",240.0
Citation_of,"B-Citation of [25], B-PlugIn of Multivariate Exploratory Linear Optimized Decomposition into Independent Components",241.0
PlugIn_of,"B-PlugIn of Multivariate Exploratory Linear Optimized Decomposition into Independent Components, B-Application of FSL",241.0
Abbreviation_of,"B-Abbreviation of MELODIC, B-PlugIn of Multivariate Exploratory Linear Optimized Decomposition into Independent Components",241.0
no_relation,"O of O, O of O",242.0
no_relation,"O of O, O of O",243.0
Developer_of,"B-Developer of Stata Corp, B-Application of Stata",244.0
Version_of,"B-Version of 13.1, B-Application of Stata",244.0
URL_of,"B-URL of http://lantoolbox.wikispaces.com/, B-Application of LAN toolbox",245.0
Citation_of,"B-Citation of [26], B-Application of LAN toolbox",245.0
License_of,"B-License of GNU General Public Licence, B-Application of VBA",246.0
Version_of,"B-Version of 2, B-License of GNU General Public Licence",246.0
URL_of,"B-URL of http://code.google.com/p/mbb-vb-toolbox/wiki/InstallingTheToolbox, B-Application of VBA",246.0
Version_of,"B-Version of 23, B-Application of SPSS",247.0
Developer_of,"B-Developer of IBM, B-Application of SPSS",247.0
no_relation,"O of O, O of O",248.0
URL_of,"B-URL of http://fim.uni-muenster.de, B-Application of FIMTrack",249.0
Version_of,"B-Version of 1.8, B-PlugIn of clusterMaker",250.0
Version_of,"B-Version of 2.44, B-PlugIn of BiNGO",250.0
PlugIn_of,"B-PlugIn of BiNGO, B-Application of cytoscape",250.0
PlugIn_of,"B-PlugIn of clusterMaker, B-Application of cytoscape",250.0
Citation_of,"B-Citation of [48], B-Application of Open Data Kit",251.0
Developer_of,"B-Developer of Ona, B-Application of Enketo Data Kit",251.0
Citation_of,"B-Citation of [24], B-PlugIn of FMRIB ’ s Diffusion Toolbox",252.0
PlugIn_of,"B-PlugIn of DTIFit ’ s Diffusion Toolbox, B-PlugIn of FMRIB ’ s Diffusion Toolbox",252.0
Citation_of,"B-Citation of [33], B-Application of NeuroSynth",253.0
Version_of,"B-Version of 13, B-Application of Stata - IMPUTE",254.0
Citation_of,"B-Citation of [38], B-Application of REALCOM - IMPUTE",254.0
Version_of,"B-Version of 4.0, B-Application of GenePop",255.0
Citation_of,"B-Citation of [62], B-Application of GenePop",255.0
Developer_of,"B-Developer of IBM, B-Application of SPSS",256.0
Version_of,"B-Version of 22.0, B-Application of SPSS",256.0
Release_of,"B-Release of R 2016b, B-ProgrammingEnvironment of MATLAB",257.0
Citation_of,"B-Citation of [38], B-ProgrammingEnvironment of MATLAB",257.0
Developer_of,"B-Developer of StataCorp, B-Application of Stata",258.0
Version_of,"B-Version of 9.2, B-Application of SAS",258.0
Developer_of,"B-Developer of SAS Institute, B-Application of SAS",258.0
Extension_of,"B-Extension of SE, B-Application of Stata",258.0
Version_of,"B-Version of 12.1, B-Application of Stata",258.0
Version_of,"B-Version of 11.0, B-Application of STATA",259.0
Developer_of,"B-Developer of Stata Corp, B-Application of STATA",259.0
Version_of,"B-Version of 6.0, B-Application of Prism",260.0
Developer_of,"B-Developer of GraphPad Software , Inc ., B-Application of Prism",260.0
Citation_of,"B-Citation of [50], B-ProgrammingEnvironment of R",261.0
PlugIn_of,"B-PlugIn of nlme, B-ProgrammingEnvironment of R",261.0
Citation_of,"B-Citation of [51], B-PlugIn of nlme",261.0
Developer_of,"B-Developer of Agilent, B-Application of Mass Profiler Professional",262.0
Version_of,"B-Version of 12.1, B-Application of Mass Profiler Professional",262.0
Developer_of,"B-Developer of IBM, B-Application of SPSS Statistics",263.0
Version_of,"B-Version of 20, B-Application of SPSS Statistics",263.0
Developer_of,"B-Developer of Microsoft, B-Application of Excel Statistics",263.0
Release_of,"B-Release of 2010, B-Application of Excel Statistics",263.0
no_relation,"O of O, O of O",264.0
Version_of,"B-Version of 3.2.4, B-ProgrammingEnvironment of R",265.0
Version_of,"B-Version of 14, B-Application of STATA",265.0
PlugIn_of,"B-PlugIn of NLME, B-ProgrammingEnvironment of R",266.0
Version_of,"B-Version of 3.1 - 118, B-PlugIn of NLME",266.0
Version_of,"B-Version of 1.07, B-Application of PLINK",267.0
Citation_of,"B-Citation of [58], B-Application of PLINK",267.0
Version_of,"B-Version of 21, B-Application of SPSS",268.0
Developer_of,"B-Developer of IBM, B-Application of SPSS",268.0
no_relation,"O of O, O of O",269.0
Version_of,"B-Version of 8, B-Application of Stata",270.0
Version_of,"B-Version of 8, B-Application of Stata",270.0
no_relation,"O of O, O of O",271.0
Developer_of,"B-Developer of Molecular Devices, B-Application of pClamp",272.0
Version_of,"B-Version of 10, B-Application of pClamp",272.0
Version_of,"B-Version of 20, B-Application of SPSS Statistics",273.0
Citation_of,"B-Citation of [35], B-Application of SPSS Statistics",273.0
Developer_of,"B-Developer of IBM Corp, B-Application of SPSS Statistics",273.0
